system:index,NDVI,date,.geo
0,0.26343519618368033,2000-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.2589928704968807,2000-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.3122952105460879,2000-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.43792341770947946,2000-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.3994411260313762,2000-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.40317384211151297,2000-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.4421000564883391,2000-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.4786221056880287,2000-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.5072633349877688,2000-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.4764479673814745,2000-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.42070761104403,2000-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.34021192297581015,2001-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.3021942385173459,2001-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.3182860196839838,2001-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.3924605366787918,2001-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.43198381514374046,2001-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.3109396089558608,2001-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.42517866868419774,2001-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.48487392139543806,2001-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.48438296995597985,2001-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.4759292265306055,2001-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.4626779435076351,2001-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.3876554836545997,2001-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.3365540395525284,2002-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.30518943643344654,2002-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.3320327850281733,2002-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.39348988285481096,2002-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.4044480741383076,2002-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.3746749435178109,2002-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.40979970899338275,2002-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.46490134329847327,2002-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.48611566156209723,2002-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.47643920261069655,2002-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.43328627238498163,2002-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.3894735358597977,2002-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.3725139076402038,2003-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.3193501041810139,2003-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.31379158964584847,2003-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0.3774776240057814,2003-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0.4169232344008327,2003-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.4035853808867339,2003-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.4028009683593288,2003-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.47721403238037435,2003-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.4858973318707307,2003-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.47122828796603106,2003-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.42487648452111476,2003-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.4058742752679178,2003-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.35200418614658907,2004-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.32360094160389863,2004-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.29511657635836663,2004-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.40672474284314364,2004-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.40143922520839687,2004-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0.39091488227513305,2004-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.4161536917912869,2004-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.47412255649655155,2004-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.4653996720733752,2004-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,0.48391523828517513,2004-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.4535676072562734,2004-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.4027152622161276,2004-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0.33714270126794316,2005-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.2983836200741397,2005-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.3245806090174665,2005-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0.37007883912066986,2005-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,0.4569935402893171,2005-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,0.4344459428183116,2005-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,0.43571332243038213,2005-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,0.4768551041657311,2005-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,0.4829237413108803,2005-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,0.4720463367616134,2005-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,0.4400506513792236,2005-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,0.360378998993154,2005-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0.3097611124427982,2006-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,0.292567652204795,2006-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,0.3267560696846838,2006-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,0.4261136811554358,2006-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,0.4445676128428143,2006-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,0.4062204909157491,2006-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,0.4067307034579242,2006-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,0.48086740979850756,2006-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,0.48508178101724403,2006-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,0.47704243682901964,2006-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,0.5015011343095334,2006-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,0.4732553758654072,2006-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,0.3970905405474494,2007-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,0.3445272108189167,2007-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,0.32996321637779286,2007-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,0.4112460408025757,2007-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,0.4449277908869474,2007-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,0.41909790634666555,2007-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,0.43707833394153106,2007-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,0.47950980767800644,2007-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,0.5123476889450218,2007-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,0.4894236895121589,2007-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,0.44601483394979663,2007-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,0.36134632218264634,2007-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,0.3154517675192209,2008-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,0.28540343090892445,2008-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,0.27324585977494986,2008-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,0.3584978273614049,2008-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,0.41100871288036106,2008-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,0.4097778313534094,2008-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,0.37301859634389445,2008-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,0.4546063508583635,2008-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,0.47341965091240773,2008-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,0.502143122399525,2008-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,0.47795102591259336,2008-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,0.4010540970506129,2008-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,0.33176274438445286,2009-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,0.31154251484624057,2009-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,0.29513737539602203,2009-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,0.37859826680570935,2009-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,0.3911271524076215,2009-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,0.36881983736907464,2009-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,0.3947579235285589,2009-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,0.45754272300627435,2009-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,0.45892451887092034,2009-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,0.49507612701772935,2009-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,0.43909150610556513,2009-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0.3842691421336723,2009-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,0.3372475910126071,2010-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,0.31157113276351733,2010-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,0.3937715113594885,2010-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,0.4222460995436345,2010-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,0.4493265694058415,2010-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,0.4075582353510497,2010-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,0.40719110854441987,2010-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,0.4541646799011267,2010-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,0.479119350073125,2010-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,0.4673340014464385,2010-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,0.42847090707605956,2010-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,0.35817998920129945,2010-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,0.3190867649639631,2011-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,0.28732181737286416,2011-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,0.2859286455880139,2011-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,0.31726889774189904,2011-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,0.4037683461581523,2011-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,0.43408107537541996,2011-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,0.4189330682219804,2011-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,0.46482824036870063,2011-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,0.5033757340588202,2011-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,0.500488427159498,2011-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,0.4744903445239633,2011-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,0.4347354107215476,2011-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,0.34294392224810016,2012-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,0.2821237292853556,2012-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,0.26602689678622987,2012-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,0.3558663401673585,2012-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,0.41147326441838733,2012-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,0.38870022349319033,2012-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,0.42346066296342816,2012-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,0.48757965166676764,2012-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,0.503520338010107,2012-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,0.48612698810073346,2012-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,0.4551880239594143,2012-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,0.40000886281316306,2012-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,0.33780320835829336,2013-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,0.29242487088118585,2013-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,0.3196019346943368,2013-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,0.4152554208752446,2013-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,0.4164215043728827,2013-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,0.3800915173356467,2013-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,0.4117367042784216,2013-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,0.4840937873142196,2013-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,0.49257225349980294,2013-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,0.507662207813506,2013-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,0.4854058312212774,2013-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,0.4070041928767099,2013-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,0.3369352086285545,2014-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,0.3028046233054421,2014-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,0.3336322718097291,2014-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,0.41412405156812565,2014-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,0.45870756929020023,2014-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,0.394347490366115,2014-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,0.375647159623941,2014-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,0.45626731481182337,2014-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,0.4896531007759589,2014-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,0.5236469302182855,2014-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,0.48114009749344683,2014-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,0.40715702910843765,2014-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,0.3260950592499291,2015-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,0.28240875301817103,2015-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,0.28778941613609793,2015-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,0.3682939628739563,2015-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,0.4369435495298475,2015-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,0.4280033688608008,2015-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,0.4242933243970435,2015-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,0.47164444243654907,2015-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,0.4713442597571074,2015-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,0.48385189215958646,2015-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,0.48542770996621815,2015-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,0.4223671788603522,2015-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,0.35305110227453357,2016-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,0.30037802732428914,2016-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,0.3024809554457067,2016-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,0.3896171728108832,2016-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,0.47029198771173686,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,0.40025317553973017,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,0.44710068353394966,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,0.48235732032171913,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,0.4665482032238137,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,0.4407440871312182,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,0.3950460820853606,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,0.37290010138371044,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,0.3084603458604991,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,0.2952023239512796,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,0.310026834192706,2017-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,0.3647685879403551,2017-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,0.4415284354463436,2017-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,0.40514165431327404,2017-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,0.4042091524011599,2017-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,0.4551203029275758,2017-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,0.5079745891561122,2017-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,0.493991119775771,2017-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,0.47724908196184246,2017-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,0.3868253502724402,2017-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,0.31734748326846696,2018-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,0.29505131352274466,2018-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,0.34726195516398206,2018-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,0.4355936845478558,2018-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,0.4270540040904139,2018-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,0.42677929772996515,2018-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,0.4512534564501309,2018-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,0.4867813674420434,2018-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,0.4944184489874137,2018-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,0.4872700919800454,2018-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,0.4843223012098912,2018-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,0.4142239831368939,2018-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,0.33936327861847315,2019-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,0.29425049109062873,2019-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,0.30913877368815884,2019-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,0.3701778896341241,2019-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,0.4270914324073537,2019-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,0.4481361321779849,2019-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,0.44701100010951467,2019-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,0.483395583937956,2019-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,0.5059157289303775,2019-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,0.5506773247031591,2019-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,0.519060116417731,2019-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,0.4940391697023742,2019-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,0.4215547424665685,2020-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,0.3712035363235207,2020-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,0.3616779021486896,2020-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,0.4357210280854285,2020-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,0.4882572918179698,2020-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,0.4602447946400268,2020-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,0.41283396862343597,2020-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,0.5058959278426051,2020-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,0.5349314289830672,2020-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,0.513828586875589,2020-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,0.4758763604932366,2020-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,0.4133869558804805,2020-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,0.34866798739354427,2021-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,0.31454631402137223,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,0.311557389143425,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,0.3722954865463058,2021-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,0.4976137463755805,2021-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,0.4327295287244393,2021-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,0.3701971844365431,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,0.5032986172971944,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,0.5120782671136128,2021-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,0.5126429610428679,2021-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,0.45732820256867635,2021-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,0.3729439116312489,2021-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,0.3408272745450375,2022-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,0.3078344403050646,2022-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,0.30601778242517447,2022-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,0.37320177132069904,2022-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,0.39790616984589344,2022-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,0.38874616198336265,2022-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,0.39006255311726173,2022-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,0.46486374356689986,2022-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,0.4799014281941501,2022-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,0.47993002842547694,2022-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,0.4733325359418678,2022-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,0.3949105958206903,2022-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,0.3599882733641387,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,0.31554928196951837,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
